# SHOT START
# legend_version=3
# time_base=ms_since_boot
# units: pressure=bar, flow=ml_s, output=percent, derivative=bar_s
# raw_p = raw pressure sensor reading
# flt_p = filtered pressure used by controller
# sp_raw = raw incoming pressure setpoint currently held by the profile engine
# sp_flt = filtered pressure setpoint actually used internally by the controller
# sp_recipe = visual recipe reference; ideal profile target for display/comparison
# sp_ctrl = control reference after internal conditioning; command seen by control logic
# sp_flt_d = derivative of filtered pressure setpoint
# ctrl_out = final controller output command in percent
# pump_duty = internal normalized pressure-branch duty estimate
# pump_flow = estimated pump flow
# coffee_flow = estimated outflow through puck / coffee flow
# u_raw = pressure branch output after clamp and before final slew limiter
# u_applied = pressure branch output after final slew limiter
# u_delta = u_raw - u_applied; limiter intervention magnitude
# limiter_active_up = 1 when rise slew limiter is active
# limiter_active_down = 1 when drop slew limiter is active
# error_integral = integral state of legacy pressure controller
# u_unclamped_raw = controller output before 0..100 clamp
# u_clamped_raw = controller output after 0..100 clamp and before slew limiter
# u_clamp_delta = u_unclamped_raw - u_clamped_raw
# clamp_active_high = 1 when output was clipped by upper clamp
# clamp_active_low = 1 when output was clipped by lower clamp
# u_fb = legacy pressure feedback contribution
# u_ff_hold = static feedforward contribution
# u_ff_dyn = dynamic feedforward contribution
# u_ff_dyn_raw = raw dynamic feedforward request before FF-path LPF and slew limiting
# ff_pressure_w = pressure-window weight applied to dynamic FF
# ff_above_w = above-target suppression weight applied to dynamic FF
# ff_gamma = ramp-dependent gamma multiplier applied to dynamic FF
# u_ff_total = total feedforward contribution
# ramp_hold_active = 1 when the downstream drop-rate hold is active during ramp-up
# drop_rate_active = active downstream output drop-rate cap in percent per second
# mpc_shadow_enabled = 1 when shadow MPC is being computed in parallel
# mpc_u_shadow = total output suggested by shadow MPC; not applied to actuator in shadow stage
# mpc_u_ss = steady-state component suggested by shadow MPC
# mpc_u_trim = corrective trim component suggested by shadow MPC
# mpc_p1_pred = one-step pressure prediction from shadow MPC model
# mpc_pn_pred = terminal pressure prediction at end of shadow MPC horizon
# mpc_qout_est = estimated outflow / load used by shadow MPC model
# mpc_qout_raw = instantaneous outflow / load estimate before shadow-MPC LPF
# mpc_residual = measured minus predicted pressure residual for shadow MPC
# mpc_residual_bias = low-pass residual bias term added to shadow predictions
# mpc_cost = shadow MPC objective value
# power_cmd = floating-point power command sent to pump stage before integer quantization
# power_psm_quantized = integer power actually sent to PSM
# power_quant_residual = sigma-delta residual kept for next quantization step
# tach_period_us = measured time between valid tach pulses in microseconds
# tach_rpm_inst = instantaneous RPM derived from tach_period_us and pulses-per-revolution
# tach_rpm_ema = exponentially filtered published RPM intended for easier visual analysis
# tach_rpm_count_window = RPM derived from ISR-accepted pulse counts over a fixed time window
# tach_rpm_count_window_pcnt_raw = RPM derived from raw PCNT hardware counts over the same window (diagnostic only)
# tach_pcnt_ratio = raw PCNT pulse count divided by ISR-accepted pulse count in the current window
# tach_rpm_pub = RPM value selected for operational use after comparing period and count-window estimates
# tach_quality_ok = 1 when period and count-window RPM agree within tolerance
# tach_rpm_source = 0=none, 1=period branch, 2=count-window fallback
# tach_pulse_count = total number of valid tach pulses seen since the last reset
# tach_glitch_rejects = number of tach edges rejected as implausibly fast glitches or plausibility failures
# tach_pcnt_healthy = 1 when raw PCNT windows have matched ISR-accepted windows for multiple consecutive updates
# tach_timeout = 1 when no recent tach pulse is available and RPM is forced to zero
ms,raw_p,flt_p,sp_raw,sp_flt,sp_recipe,sp_ctrl,sp_flt_d,ctrl_out,pump_duty,pump_flow,coffee_flow,u_raw,u_applied,u_delta,limiter_active_up,limiter_active_down,error_integral,u_unclamped_raw,u_clamped_raw,u_clamp_delta,clamp_active_high,clamp_active_low,u_fb,u_ff_hold,u_ff_dyn,u_ff_dyn_raw,ff_pressure_w,ff_above_w,ff_gamma,u_ff_total,ramp_hold_active,drop_rate_active,mpc_shadow_enabled,mpc_u_shadow,mpc_u_ss,mpc_u_trim,mpc_p1_pred,mpc_pn_pred,mpc_qout_est,mpc_qout_raw,mpc_residual,mpc_residual_bias,mpc_cost,power_cmd,power_psm_quantized,power_quant_residual,tach_period_us,tach_rpm_inst,tach_rpm_ema,tach_rpm_count_window,tach_rpm_count_window_pcnt_raw,tach_pcnt_ratio,tach_rpm_pub,tach_quality_ok,tach_rpm_source,tach_pulse_count,tach_glitch_rejects,tach_pcnt_healthy,tach_timeout
47958,9.000,9.008,9.000,9.000,9.000,9.000,0.000,66.28,0.6628,4.196,4.212,66.28,66.28,0.00,0,0,-3.31874,66.28,66.28,0.00,0,0,66.28,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.17,66.21,-0.05,9.008,9.007,4.193,4.226,-0.009,0.000,0.001,66.28,67,-0.4533,7840,3826.53,3143.03,3116.85,4155.80,1.333,3116.85,0,2,2050,22808,0,0
48098,8.994,9.000,9.000,9.000,9.000,9.000,0.000,66.33,0.6633,4.195,4.209,66.33,66.33,0.00,0,0,-3.31661,66.33,66.33,0.00,0,0,66.33,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.34,66.34,-0.00,9.000,8.999,4.208,4.269,-0.008,-0.000,0.000,66.33,66,-0.1533,6638,4519.43,3120.36,3116.85,4155.80,1.333,3116.85,0,2,2066,22969,0,0
48236,9.016,9.011,9.000,9.000,9.000,9.000,0.000,66.18,0.6618,4.194,4.208,66.18,66.18,0.00,0,0,-3.31583,66.18,66.18,0.00,0,0,66.18,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.15,66.22,-0.07,9.011,9.011,4.201,4.159,0.005,0.000,0.001,66.18,67,-0.4880,6067,4944.78,3148.95,3232.07,4256.87,1.317,3232.07,0,2,2082,23129,0,0
48338,9.001,9.004,9.000,9.000,9.000,9.000,0.000,66.26,0.6626,4.194,4.207,66.26,66.26,0.00,0,0,-3.31547,66.26,66.26,0.00,0,0,66.26,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.25,66.27,-0.03,9.004,9.004,4.203,4.225,-0.003,0.000,0.000,66.26,66,-0.0072,6923,4333.38,3178.88,3232.07,4256.87,1.317,3232.07,0,2,2093,23251,0,0
48473,9.008,9.007,9.000,9.000,9.000,9.000,0.000,66.21,0.6621,4.193,4.206,66.21,66.21,0.00,0,0,-3.31468,66.21,66.21,0.00,0,0,66.21,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.17,66.21,-0.04,9.007,9.007,4.198,4.198,0.000,0.000,0.000,66.21,67,-0.4223,6653,4509.24,3204.83,3232.07,4256.87,1.317,3232.07,0,2,2109,23437,0,0
48574,8.997,9.001,9.000,9.000,9.000,9.000,0.000,66.24,0.6624,4.193,4.203,66.24,66.24,0.00,0,0,-3.31283,66.24,66.24,0.00,0,0,66.24,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.25,66.26,-0.01,9.001,9.000,4.203,4.234,-0.004,-0.000,0.000,66.24,66,-0.1541,6526,4597.00,3267.53,3421.08,4375.80,1.279,3421.08,0,2,2120,23547,0,0
48707,9.001,9.003,9.000,9.000,9.000,9.000,0.000,66.20,0.6620,4.192,4.202,66.20,66.20,0.00,0,0,-3.31207,66.20,66.20,0.00,0,0,66.20,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.19,66.21,-0.02,9.003,9.004,4.198,4.216,-0.003,0.000,0.000,66.20,67,-0.4672,6544,4584.35,3358.19,3421.08,4375.80,1.279,3421.08,0,2,2138,23718,0,0
48847,9.003,9.006,9.000,9.000,9.000,9.000,0.000,66.16,0.6616,4.190,4.201,66.16,66.16,0.00,0,0,-3.31118,66.16,66.16,0.00,0,0,66.16,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.08,66.11,-0.04,9.006,9.007,4.188,4.202,-0.004,0.000,0.000,66.16,66,-0.1306,7809,3841.72,3388.88,3421.08,4375.80,1.279,3421.08,0,2,2153,23930,0,0
48981,9.030,9.020,9.000,9.000,9.000,9.000,0.000,65.97,0.6597,4.187,4.200,65.97,65.97,0.00,0,0,-3.30991,65.97,65.97,0.00,0,0,65.97,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.77,65.89,-0.12,9.020,9.022,4.171,4.084,0.011,0.001,0.004,65.97,66,-0.0054,6906,4344.05,3459.25,3586.30,4727.40,1.318,3586.30,0,2,2169,24134,0,0
49125,9.017,9.009,9.000,9.000,9.000,9.000,0.000,66.09,0.6609,4.187,4.199,66.09,66.09,0.00,0,0,-3.30947,66.09,66.09,0.00,0,0,66.09,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.00,66.05,-0.05,9.009,9.009,4.185,4.178,0.009,0.000,0.001,66.09,66,0.4008,7315,4101.16,3521.25,3586.30,4727.40,1.318,3586.30,0,2,2183,24296,0,0
49259,9.024,9.021,9.000,9.000,9.000,9.000,0.000,65.90,0.6590,4.183,4.197,65.90,65.90,0.00,0,0,-3.30751,65.90,65.90,0.00,0,0,65.90,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.67,65.80,-0.13,9.021,9.023,4.163,4.079,0.004,0.001,0.005,65.90,65,0.4793,7077,4239.08,3564.99,3586.30,4727.40,1.318,3586.30,0,2,2200,24475,0,0
49361,9.013,9.009,9.000,9.000,9.000,9.000,0.000,66.04,0.6604,4.183,4.197,66.04,66.04,0.00,0,0,-3.30711,66.04,66.04,0.00,0,0,66.04,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.89,65.95,-0.05,9.009,9.009,4.174,4.193,0.004,0.000,0.001,66.04,66,-0.3878,7899,3797.95,3464.42,3285.63,4247.28,1.293,3285.63,0,2,2210,24593,0,0
49495,9.015,9.014,9.000,9.000,9.000,9.000,0.000,65.94,0.6594,4.180,4.195,65.94,65.94,0.00,0,0,-3.30524,65.94,65.94,0.00,0,0,65.94,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.78,65.87,-0.09,9.014,9.014,4.171,4.137,0.001,0.000,0.002,65.94,66,-0.3873,7140,4201.68,3386.96,3285.63,4247.28,1.293,3285.63,0,2,2225,24781,0,0
49639,9.014,9.011,9.000,9.000,9.000,9.000,0.000,65.95,0.6595,4.178,4.193,65.95,65.95,0.00,0,0,-3.30429,65.95,65.95,0.00,0,0,65.95,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.82,65.89,-0.07,9.011,9.012,4.172,4.166,0.002,0.000,0.001,65.95,66,-0.4831,7710,3891.05,3337.51,3285.63,4247.28,1.293,3285.63,0,2,2241,24966,0,0
49773,9.023,9.015,9.000,9.000,9.000,9.000,0.000,65.89,0.6589,4.177,4.192,65.89,65.89,0.00,0,0,-3.30339,65.89,65.89,0.00,0,0,65.89,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.76,65.85,-0.09,9.015,9.016,4.172,4.122,0.008,0.000,0.002,65.89,65,0.3926,6707,4472.94,3306.84,3238.11,4896.66,1.512,3238.11,0,2,2256,25139,0,0
49876,9.031,9.018,9.000,9.000,9.000,9.000,0.000,65.83,0.6583,4.178,4.190,65.83,65.83,0.00,0,0,-3.30199,65.83,65.83,0.00,0,0,65.83,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.79,65.89,-0.11,9.018,9.018,4.182,4.069,0.015,0.001,0.003,65.83,65,0.3398,9869,3039.82,3247.34,3238.11,4896.66,1.512,3238.11,0,2,2266,25290,0,0
50011,9.022,9.014,9.000,9.000,9.000,9.000,0.000,65.81,0.6581,4.171,4.187,65.81,65.81,0.00,0,0,-3.29876,65.81,65.81,0.00,0,0,65.81,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.64,65.72,-0.09,9.014,9.015,4.160,4.138,0.009,0.000,0.002,65.81,66,0.0773,9371,3201.37,3240.36,3238.11,4896.66,1.512,3201.37,1,1,2279,25480,0,0
50152,9.014,9.007,9.000,9.000,9.000,9.000,0.000,65.89,0.6589,4.173,4.185,65.89,65.89,0.00,0,0,-3.29852,65.89,65.89,0.00,0,0,65.89,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.87,65.91,-0.04,9.007,9.006,4.180,4.182,0.008,0.000,0.000,65.89,66,-0.0969,6855,4376.37,3148.10,3051.30,4255.76,1.395,3051.30,0,2,2293,25654,0,0
50287,9.019,9.019,9.000,9.000,9.000,9.000,0.000,65.70,0.6570,4.166,4.184,65.70,65.70,0.00,0,0,-3.29624,65.70,65.70,0.00,0,0,65.70,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.45,65.56,-0.12,9.019,9.020,4.146,4.101,-0.000,0.000,0.004,65.70,66,-0.2258,7536,3980.89,3090.95,3051.30,4255.76,1.395,3051.30,0,2,2308,25842,0,0
50390,9.013,9.011,9.000,9.000,9.000,9.000,0.000,65.78,0.6578,4.166,4.183,65.78,65.78,0.00,0,0,-3.29565,65.78,65.78,0.00,0,0,65.78,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.60,65.67,-0.07,9.011,9.010,4.155,4.174,0.002,-0.000,0.001,65.78,65,0.3745,10460,2868.07,3076.68,3051.30,4255.76,1.395,3051.30,0,2,2318,25983,0,0
50525,9.024,9.014,9.000,9.000,9.000,9.000,0.000,65.73,0.6573,4.166,4.182,65.73,65.73,0.00,0,0,-3.29487,65.73,65.73,0.00,0,0,65.73,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.61,65.70,-0.09,9.014,9.014,4.163,4.127,0.011,0.000,0.002,65.73,66,-0.2199,7041,4260.76,3125.99,3177.72,4369.37,1.375,3177.72,0,2,2335,26158,0,0
50669,9.004,9.011,9.000,9.000,9.000,9.000,0.000,65.75,0.6575,4.164,4.180,65.75,65.75,0.00,0,0,-3.29377,65.75,65.75,0.00,0,0,65.75,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.62,65.68,-0.06,9.011,9.010,4.159,4.168,-0.008,0.000,0.001,65.75,66,-0.0040,6883,4358.56,3151.23,3177.72,4369.37,1.375,3177.72,0,2,2351,26368,0,0
50804,9.014,9.011,9.000,9.000,9.000,9.000,0.000,65.73,0.6573,4.165,4.179,65.73,65.73,0.00,0,0,-3.29328,65.73,65.73,0.00,0,0,65.73,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.69,65.75,-0.07,9.011,9.010,4.170,4.144,0.003,0.000,0.001,65.73,65,0.4193,7502,3998.93,3249.04,3700.31,5634.56,1.523,3700.31,0,2,2368,26547,0,0
50906,9.019,9.013,9.000,9.000,9.000,9.000,0.000,65.71,0.6571,4.164,4.179,65.71,65.71,0.00,0,0,-3.29275,65.71,65.71,0.00,0,0,65.71,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.65,65.72,-0.08,9.012,9.012,4.168,4.127,0.008,0.000,0.001,65.71,66,-0.0727,8187,3664.35,3404.30,3700.31,5634.56,1.523,3664.35,1,1,2378,26694,0,0
51044,9.007,9.009,9.000,9.000,9.000,9.000,0.000,65.74,0.6574,4.163,4.178,65.74,65.74,0.00,0,0,-3.29198,65.74,65.74,0.00,0,0,65.74,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.69,65.74,-0.05,9.008,9.008,4.168,4.166,-0.001,0.000,0.001,65.74,66,0.1633,6549,4580.85,3526.99,3700.31,5634.56,1.523,3700.31,0,2,2393,26873,0,0
51186,9.010,9.010,9.000,9.000,9.000,9.000,0.000,65.68,0.6568,4.160,4.175,65.68,65.68,0.00,0,0,-3.28964,65.68,65.68,0.00,0,0,65.68,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.58,65.64,-0.06,9.010,9.010,4.159,4.155,-0.000,0.000,0.001,65.68,66,-0.2438,8247,3637.69,3429.10,3364.36,4245.50,1.262,3364.36,0,2,2410,27070,0,0
51325,9.010,9.008,9.000,9.000,9.000,9.000,0.000,65.68,0.6568,4.161,4.174,65.68,65.68,0.00,0,0,-3.28912,65.68,65.68,0.00,0,0,65.68,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.64,65.69,-0.05,9.008,9.008,4.166,4.157,0.002,0.000,0.001,65.68,66,-0.0874,6776,4427.39,3377.40,3364.36,4245.50,1.262,3364.36,0,2,2425,27232,0,0
51426,9.015,9.015,9.000,9.000,9.000,9.000,0.000,65.57,0.6557,4.156,4.172,65.57,65.57,0.00,0,0,-3.28734,65.57,65.57,0.00,0,0,65.57,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.39,65.48,-0.09,9.015,9.015,4.145,4.116,-0.000,0.000,0.002,65.57,65,0.2521,7131,4206.98,3369.70,3364.36,4245.50,1.262,3364.36,0,2,2436,27336,0,0
51559,9.017,9.014,9.000,9.000,9.000,9.000,0.000,65.57,0.6557,4.155,4.171,65.57,65.57,0.00,0,0,-3.28645,65.57,65.57,0.00,0,0,65.57,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.43,65.51,-0.08,9.013,9.013,4.148,4.125,0.004,0.000,0.002,65.57,65,0.1107,7436,4034.43,3381.14,3410.43,4124.25,1.209,3410.43,0,2,2453,27518,0,0
51698,9.029,9.022,9.000,9.000,9.000,9.000,0.000,65.44,0.6544,4.152,4.170,65.44,65.44,0.00,0,0,-3.28503,65.44,65.44,0.00,0,0,65.44,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.21,65.34,-0.14,9.022,9.023,4.135,4.051,0.007,0.001,0.005,65.44,66,-0.3128,6893,4352.24,3395.44,3410.43,4124.25,1.209,3410.43,0,2,2469,27702,0,0
51834,9.004,9.009,9.000,9.000,9.000,9.000,0.000,65.58,0.6558,4.151,4.168,65.58,65.58,0.00,0,0,-3.28415,65.58,65.58,0.00,0,0,65.58,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.44,65.49,-0.05,9.009,9.008,4.145,4.179,-0.006,-0.000,0.001,65.58,65,0.4066,6243,4805.38,3402.76,3410.43,4124.25,1.209,3410.43,0,2,2484,27879,0,0
51936,9.013,9.013,9.000,9.000,9.000,9.000,0.000,65.48,0.6548,4.147,4.166,65.48,65.48,0.00,0,0,-3.28164,65.48,65.48,0.00,0,0,65.48,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.31,65.39,-0.08,9.013,9.013,4.139,4.139,-0.000,0.000,0.002,65.48,65,0.3341,8335,3599.28,3395.15,3390.70,4036.54,1.190,3390.70,0,2,2495,27970,0,0
52068,9.021,9.016,9.000,9.000,9.000,9.000,0.000,65.43,0.6543,4.146,4.164,65.43,65.43,0.00,0,0,-3.28074,65.43,65.43,0.00,0,0,65.43,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.30,65.40,-0.10,9.016,9.016,4.144,4.103,0.005,0.000,0.002,65.43,66,-0.1516,6506,4611.13,3407.57,3390.70,4036.54,1.190,3390.70,0,2,2511,28220,0,0
52208,9.024,9.013,9.000,9.000,9.000,9.000,0.000,65.44,0.6544,4.147,4.163,65.44,65.44,0.00,0,0,-3.28004,65.44,65.44,0.00,0,0,65.44,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.38,65.46,-0.08,9.013,9.013,4.152,4.113,0.012,0.000,0.001,65.44,65,0.3921,6980,4297.99,3399.33,3390.70,4036.54,1.190,3390.70,0,2,2527,28390,0,0
52344,9.007,9.009,9.000,9.000,9.000,9.000,0.000,65.48,0.6548,4.147,4.162,65.48,65.48,0.00,0,0,-3.27943,65.48,65.48,0.00,0,0,65.48,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.45,65.51,-0.05,9.009,9.009,4.156,4.145,-0.002,0.000,0.001,65.48,66,-0.0667,7040,4261.36,3356.81,3347.89,4702.98,1.405,3347.89,0,2,2542,28546,0,0
52445,9.011,9.011,9.000,9.000,9.000,9.000,0.000,65.43,0.6543,4.145,4.160,65.43,65.43,0.00,0,0,-3.27808,65.43,65.43,0.00,0,0,65.43,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.35,65.41,-0.07,9.011,9.010,4.146,4.132,0.000,0.000,0.001,65.43,66,-0.3136,8095,3705.99,3351.54,3347.89,4702.98,1.405,3347.89,0,2,2552,28632,0,0
52579,9.024,9.015,9.000,9.000,9.000,9.000,0.000,65.37,0.6537,4.145,4.159,65.37,65.37,0.00,0,0,-3.27721,65.37,65.37,0.00,0,0,65.37,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.31,65.40,-0.09,9.015,9.015,4.149,4.084,0.011,0.000,0.002,65.37,66,-0.4445,7929,3783.58,3349.38,3347.89,4702.98,1.405,3347.89,0,2,2567,28794,0,0
52716,9.021,9.010,9.000,9.000,9.000,9.000,0.000,65.42,0.6542,4.145,4.157,65.42,65.42,0.00,0,0,-3.27652,65.42,65.42,0.00,0,0,65.42,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.42,65.48,-0.06,9.010,9.009,4.156,4.119,0.012,0.000,0.001,65.42,65,0.4191,6581,4558.58,3253.75,3150.07,3877.01,1.231,3150.07,0,2,2581,28925,0,0
52849,9.018,9.012,9.000,9.000,9.000,9.000,0.000,65.36,0.6536,4.143,4.156,65.36,65.36,0.00,0,0,-3.27557,65.36,65.36,0.00,0,0,65.36,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.29,65.37,-0.07,9.012,9.012,4.145,4.101,0.006,0.000,0.001,65.36,66,-0.4018,6236,4810.78,3203.16,3150.07,3877.01,1.231,3150.07,0,2,2596,29080,0,0
52987,9.030,9.017,9.000,9.000,9.000,9.000,0.000,65.29,0.6529,4.142,4.155,65.29,65.29,0.00,0,0,-3.27476,65.29,65.29,0.00,0,0,65.29,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.19,65.30,-0.10,9.017,9.018,4.140,4.055,0.015,0.001,0.003,65.29,66,-0.2136,8014,3743.45,3177.25,3150.07,3877.01,1.231,3150.07,0,2,2610,29261,0,0
53124,9.019,9.019,9.000,9.000,9.000,9.000,0.000,65.20,0.6520,4.134,4.153,65.20,65.20,0.00,0,0,-3.27146,65.20,65.20,0.00,0,0,65.20,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.90,65.01,-0.12,9.019,9.021,4.107,4.087,-0.000,0.001,0.004,65.20,65,0.2236,6753,4442.47,3241.50,3253.94,4067.42,1.250,3253.94,0,2,2626,29460,0,0
53224,9.016,9.016,9.000,9.000,9.000,9.000,0.000,65.21,0.6521,4.131,4.151,65.21,65.21,0.00,0,0,-3.27001,65.21,65.21,0.00,0,0,65.21,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.94,65.04,-0.10,9.016,9.017,4.110,4.117,-0.000,0.000,0.003,65.21,65,-0.1225,7463,4019.83,3247.57,3253.94,4067.42,1.250,3253.94,0,2,2637,29594,0,0
53358,8.983,8.996,9.000,9.000,9.000,9.000,0.000,65.42,0.6542,4.131,4.149,65.42,65.42,0.00,0,0,-3.26843,65.42,65.42,0.00,0,0,65.42,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.38,65.35,0.03,8.995,8.994,4.138,4.290,-0.014,-0.001,0.000,65.42,65,0.1335,6772,4430.01,3251.85,3253.94,4067.42,1.250,3253.94,0,2,2654,29769,0,0
53497,8.997,8.999,9.000,9.000,9.000,9.000,0.000,65.38,0.6538,4.133,4.147,65.38,65.38,0.00,0,0,-3.26815,65.38,65.38,0.00,0,0,65.38,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.47,65.46,0.01,8.998,8.996,4.156,4.227,-0.002,-0.000,0.000,65.38,65,0.1088,6450,4651.16,3405.80,3567.33,5594.22,1.568,3567.33,0,2,2671,29959,0,0
53633,9.010,9.010,9.000,9.000,9.000,9.000,0.000,65.23,0.6523,4.132,4.146,65.23,65.23,0.00,0,0,-3.26726,65.23,65.23,0.00,0,0,65.23,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.24,65.30,-0.06,9.009,9.009,4.145,4.121,0.000,0.000,0.001,65.23,65,-0.1932,7254,4135.65,3495.67,3567.33,5594.22,1.568,3567.33,0,2,2686,30126,0,0
53735,9.002,9.006,9.000,9.000,9.000,9.000,0.000,65.26,0.6526,4.131,4.145,65.26,65.26,0.00,0,0,-3.26644,65.26,65.26,0.00,0,0,65.26,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.24,65.28,-0.04,9.006,9.005,4.140,4.156,-0.004,0.000,0.000,65.26,65,0.4859,8383,3578.67,3532.91,3567.33,5594.22,1.568,3578.67,1,1,2695,30237,0,0
53870,9.000,9.006,9.000,9.000,9.000,9.000,0.000,65.24,0.6524,4.130,4.144,65.24,65.24,0.00,0,0,-3.26561,65.24,65.24,0.00,0,0,65.24,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.21,65.25,-0.03,9.005,9.004,4.137,4.160,-0.006,-0.000,0.000,65.24,65,0.1076,7068,4244.48,3401.32,3263.27,4138.78,1.268,3263.27,0,2,2711,30426,0,0
54010,9.006,9.011,9.000,9.000,9.000,9.000,0.000,65.16,0.6516,4.127,4.143,65.16,65.16,0.00,0,0,-3.26442,65.16,65.16,0.00,0,0,65.16,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.04,65.11,-0.07,9.011,9.011,4.124,4.119,-0.005,0.000,0.001,65.16,66,-0.4787,6732,4456.33,3333.95,3263.27,4138.78,1.268,3263.27,0,2,2726,30608,0,0
54147,8.992,9.003,9.000,9.000,9.000,9.000,0.000,65.19,0.6519,4.122,4.140,65.19,65.19,0.00,0,0,-3.26132,65.19,65.19,0.00,0,0,65.19,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.05,65.07,-0.02,9.003,9.003,4.116,4.212,-0.013,-0.000,0.000,65.19,65,0.0327,6206,4834.03,3323.93,3492.45,4599.82,1.317,3492.45,0,2,2742,30814,0,0
54248,9.016,9.014,9.000,9.000,9.000,9.000,0.000,65.05,0.6505,4.121,4.139,65.05,65.05,0.00,0,0,-3.26057,65.05,65.05,0.00,0,0,65.05,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.91,64.99,-0.08,9.014,9.013,4.116,4.104,0.003,0.000,0.002,65.05,65,0.1671,6876,4363.00,3384.60,3492.45,4599.82,1.317,3492.45,0,2,2752,30952,0,0
54385,9.000,9.008,9.000,9.000,9.000,9.000,0.000,65.10,0.6510,4.120,4.137,65.10,65.10,0.00,0,0,-3.25972,65.10,65.10,0.00,0,0,65.10,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.02,65.07,-0.04,9.007,9.006,4.122,4.155,-0.008,-0.000,0.000,65.10,65,0.4308,8174,3670.17,3437.23,3492.45,4599.82,1.317,3492.45,0,2,2768,31133,0,0
54525,9.020,9.015,9.000,9.000,9.000,9.000,0.000,65.00,0.6500,4.119,4.136,65.00,65.00,0.00,0,0,-3.25869,65.00,65.00,0.00,0,0,65.00,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.90,64.99,-0.09,9.015,9.014,4.119,4.083,0.006,0.000,0.002,65.00,65,-0.4360,6638,4519.43,3435.94,3351.28,4388.58,1.310,3351.28,0,2,2784,31291,0,0
